lon,lat,TreeType,SpeciesName,CommonName,TreeHeight,TreeCanopyEW,TreeCanopyNS,Tree_Status
151.20255,-33.91120802,Street Tree,Casuarina cunninghamiana,She Oak species,8,2,2,Tree
151.2030328,-33.91019917,Street Tree,Lophostemon confertus,Brush Box,9,5,8,Tree
151.2046749,-33.91043792,Street Tree,Lophostemon confertus,Brush Box,10,11,6,Tree
151.204824,-33.91060701,Street Tree,Lophostemon confertus,Brush Box,6,3,3,Tree
151.204716,-33.91058099,Street Tree,Lophostemon confertus,Brush Box,5,3,3,Tree
151.2044609,-33.91054103,Street Tree,Lophostemon confertus,Brush Box,5,3,3,Tree
151.2076944,-33.9108289,Street Tree,Lophostemon confertus,Brush Box,9,6,6,Tree
151.2080329,-33.91095204,Street Tree,Lophostemon confertus,Brush Box,6,2,2,Tree
151.2091548,-33.91162357,Street Tree,Lophostemon confertus,Brush Box,8,8,7,Tree
151.21064,-33.91185003,Street Tree,Lophostemon confertus,Not Applicable,4,1,1,Tree
151.2120005,-33.91219,Street Tree,Lophostemon confertus,Brush Box,6,3,3,Tree
151.1807863,-33.89730037,Street Tree,Platanus acerifolia,London Plane,12,8,6,Tree
151.1807415,-33.897252,Street Tree,Platanus acerifolia,London Plane,10,10,9,Tree
151.1809877,-33.89748649,Street Tree,Platanus acerifolia,London Plane,10,7,7,Tree
151.1823327,-33.89881458,Street Tree,Platanus orientalis,Oriental Plane,8,6,5,Tree
151.183024,-33.89910405,Street Tree,Eucalyptus microcorys,Tallow Wood,15,12,12,Tree
151.1840041,-33.89965486,Street Tree,Pistacia chinensis,Chinese Pistacia,5,4,3,Tree
151.1847178,-33.89987593,Street Tree,Pistacia chinensis,Chinese Pistacia,7,7,5,Tree
151.1846296,-33.89986643,Street Tree,Pistacia chinensis,Chinese Pistacia,9,8,5,Tree
151.1883271,-33.89967082,Street Tree,Fraxinus griffithii,Evergreen Ash,5,5,5,Tree
151.1883771,-33.89967345,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,11,7,8,Tree
151.1882167,-33.89953493,Street Tree,Tristaniopsis laurina,Water Gum,8,7,6,Tree
151.1881689,-33.8995317,Street Tree,Fraxinus griffithii,Evergreen Ash,8,6,8,Tree
151.1877153,-33.89956804,Street Tree,Tristaniopsis laurina,Water Gum,7,7,6,Tree
151.1878753,-33.89965092,Street Tree,Tristaniopsis laurina,Water Gum,6,6,5,Tree
151.192191,-33.90517796,Street Tree,Tabebuia palmeri,Pink Trumpet Tree,5,2,3,Tree
151.192327,-33.90504704,Street Tree,Quercus acutissima,Sawtooth Oak,3,1,1,Tree
151.1921031,-33.90527974,Street Tree,Tabebuia palmeri,Pink Trumpet Tree,4,2,2,Tree
151.1922912,-33.90555825,Street Tree,Lophostemon confertus,Brush Box,9,9,8,Tree
151.1919165,-33.90597017,Street Tree,Cupaniopsis anacardioides,Tuckeroo,8,5,6,Tree
151.1918753,-33.90601077,Street Tree,Cupaniopsis anacardioides,Tuckeroo,8,8,8,Tree
151.1928769,-33.90515845,Street Tree,Cupaniopsis anacardioides,Tuckeroo,9,6,12,Tree
151.193221,-33.90478892,Street Tree,Lophostemon confertus,Brush Box,6,3,3,Tree
151.1911994,-33.90695596,Street Tree,Ficus microcarpa var hillii,Hills Fig,18,25,24,Tree
151.1856753,-33.90531722,Street Tree,Fraxinus griffithii,Evergreen Ash,5,4,4,Tree
151.1858638,-33.90479185,Street Tree,Fraxinus griffithii,Evergreen Ash,5,4,5,Tree
151.185894,-33.90466677,Street Tree,Fraxinus griffithii,Evergreen Ash,5,4,5,Tree
151.1858554,-33.90436566,Street Tree,Fraxinus griffithii,Evergreen Ash,7,6,6,Tree
151.1858173,-33.90456673,Street Tree,Fraxinus griffithii,Evergreen Ash,4,2,2,Tree
151.18579,-33.90484,Street Tree,Fraxinus griffithii,Evergreen Ash,4,2,3,Tree
151.1877679,-33.89276712,Street Tree,Lagerstroemia indica,Crepe Myrtle,6,5,5,Tree
151.188147,-33.89341626,Street Tree,Platanus acerifolia,London Plane,17,14,14,Tree
151.1878688,-33.89305689,Street Tree,Lagerstroemia indica,Crepe Myrtle,7,5,6,Tree
151.1877496,-33.89234817,Street Tree,Eucalyptus scoparia,Willow Gum,11,7,8,Tree
151.1883525,-33.89393382,Street Tree,Lophostemon confertus,Brush Box,7,3,3,Tree
151.1938521,-33.90112757,Street Tree,Eucalyptus sideroxylon,Ironbark,12,6,6,Tree
151.1937451,-33.90107695,Street Tree,Eucalyptus sideroxylon,Ironbark,13,10,13,Tree
151.1936388,-33.90116484,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,7,6,5,Tree
151.1954111,-33.90233243,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,12,7,6,Tree
151.1955075,-33.90242122,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,10,7,11,Tree
151.1956836,-33.90276853,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,7,5,5,Tree
151.1957424,-33.90261961,Street Tree,Tristaniopsis laurina,Water Gum,5,3,3,Tree
151.1973949,-33.8954787,Street Tree,Sapium sebiferum,Chinese Tallow Tree,8,6,7,Tree
151.1973381,-33.89587599,Street Tree,Glochidion ferdinandii,Cheese Tree,8,4,4,Tree
151.197136,-33.89630433,Street Tree,Glochidion ferdinandii,Cheese Tree,8,6,9,Tree
151.197311,-33.89645902,Street Tree,Corymbia eximia,Yellow Bloodwood,5,2,3,Tree
151.1978393,-33.89797734,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,9,6,6,Tree
151.1975419,-33.89759453,Street Tree,Fraxinus oxycarpa Raywoodii,Claret Ash,6,6,8,Tree
151.197604,-33.89778101,Street Tree,Melaleuca styphelioides,Prickly Paperbark,4,2,2,Tree
151.2104576,-33.92332757,Street Tree,Corymbia maculata,Spotted Gum,13,9,10,Tree
151.2103276,-33.92331008,Street Tree,Corymbia maculata,Spotted Gum,15,14,13,Tree
151.2077919,-33.92295957,Street Tree,Callistemon viminalis,Weeping Bottlebrush,6,6,6,Tree
151.2092948,-33.92317234,Street Tree,Corymbia maculata,Spotted Gum,12,6,7,Tree
151.19862,-33.92165797,Street Tree,Corymbia maculata,Spotted Gum,7,2,2,Tree
151.1988389,-33.92167893,Street Tree,Corymbia maculata,Spotted Gum,7,3,2,Tree
151.1927443,-33.92084821,Street Tree,Corymbia maculata,Spotted Gum,15,8,7,Tree
151.1932496,-33.9209156,Street Tree,Populus nigra Italica,Lombardy Poplar,14,5,5,Tree
151.19283,-33.9208611,Street Tree,Corymbia maculata,Spotted Gum,10,3,1,Tree
151.184711,-33.90075196,Street Tree,Tristaniopsis 'Luscious',Not Applicable,3,1,1,Tree
151.184143,-33.90331181,Street Tree,Elaeocarpus reticulatus,Blueberry Ash,6,4,4,Tree
151.1841844,-33.9031309,Street Tree,Fraxinus griffithii,Evergreen Ash,5,3,3,Tree
151.1842514,-33.90282891,Street Tree,Elaeocarpus reticulatus,Blueberry Ash,5,5,5,Tree
151.1839965,-33.90359776,Street Tree,Elaeocarpus reticulatus,Blueberry Ash,3,1,1,Tree
151.183998,-33.90365107,Street Tree,Tristaniopsis 'Luscious',Water Gum,4,1,1,Tree
151.1840669,-33.90330699,Street Tree,Tristaniopsis 'Luscious',Water Gum,3,1,1,Tree
151.2023599,-33.89120976,Street Tree,Brachychiton acerifolius,Flame Tree,8,7,10,Tree
151.2024082,-33.89096934,Street Tree,Lophostemon confertus,Brush Box,8,7,7,Tree
151.20254,-33.89028098,Street Tree,Tristaniopsis laurina,Water Gum,7,4,8,Tree
151.2024257,-33.89169613,Street Tree,Brachychiton acerifolius,Flame Tree,11,5,7,Tree
151.2024592,-33.89150959,Street Tree,Brachychiton acerifolius,Flame Tree,11,7,9,Tree
151.2026571,-33.89049839,Street Tree,Tristaniopsis laurina,Water Gum,9,7,7,Tree
151.2028067,-33.88976493,Street Tree,Tristaniopsis laurina,Water Gum,7,5,4,Tree
151.202668,-33.889663,Street Tree,Fraxinus griffithii,Evergreen Ash,6,3,4,Tree
151.202686,-33.88954396,Street Tree,Lagunaria patersonii,Cow Itch Tree,2,2,2,Tree
151.2019045,-33.89337739,Street Tree,Lophostemon confertus,Brush Box,13,9,10,Tree
151.2018759,-33.89365705,Street Tree,Lophostemon confertus,Brush Box,12,7,9,Tree
151.2017693,-33.89428878,Street Tree,Lophostemon confertus,Brush Box,8,6,7,Tree
151.2019591,-33.8940314,Street Tree,Callistemon viminalis,Weeping Bottlebrush,6,3,3,Tree
151.201843,-33.8946868,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,6,4,5,Tree
151.2019981,-33.89388084,Street Tree,Celtis australis,Nettle Tree,11,9,8,Tree
151.2020735,-33.89346867,Street Tree,Liquidambar styraciflua,Liquidamber or Sweet Gum,6,3,3,Tree
151.2021856,-33.8981286,Street Tree,Cupaniopsis anacardioides,Tuckeroo,6,7,6,Tree
151.2020681,-33.89763372,Street Tree,Cupaniopsis anacardioides,Tuckeroo,7,5,7,Tree
151.2027111,-33.8996217,Street Tree,Cupaniopsis anacardioides,Tuckeroo,7,7,6,Tree
151.2026519,-33.89938801,Street Tree,Cupaniopsis anacardioides,Tuckeroo,6,8,7,Tree
151.2024983,-33.89874869,Street Tree,Cupaniopsis anacardioides,Tuckeroo,6,6,7,Tree
151.2025653,-33.8996918,Street Tree,Cupaniopsis anacardioides,Tuckeroo,7,9,9,Tree
151.2025405,-33.8995532,Street Tree,Unknown,Not Applicable,3,2,3,Tree
151.2026689,-33.90010288,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,14,6,5,Tree
151.202966,-33.90063176,Street Tree,Eucalyptus microcorys,Tallow Wood,23,16,13,Tree
151.2028615,-33.90025556,Street Tree,Eucalyptus microcorys,Tallow Wood,21,12,10,Tree
151.2032921,-33.90210752,Street Tree,Cupaniopsis anacardioides,Tuckeroo,6,7,8,Tree
151.2031869,-33.90134718,Street Tree,Cupaniopsis anacardioides,Tuckeroo,4,3,3,Tree
151.203974,-33.90363726,Street Tree,Cupaniopsis anacardioides,Tuckeroo,9,6,8,Tree
151.2040208,-33.90332702,Street Tree,Cupaniopsis anacardioides,Tuckeroo,7,4,5,Tree
151.203697,-33.90267206,Street Tree,Cupaniopsis anacardioides,Tuckeroo,6,6,8,Tree
151.203753,-33.90309669,Street Tree,Cupaniopsis anacardioides,Tuckeroo,4,3,3,Tree
151.2041178,-33.90426525,Street Tree,Cupaniopsis anacardioides,Tuckeroo,4,3,3,Tree
151.1853598,-33.89364918,Street Tree,Ficus rubiginosa,Port Jackson or Rusty Fig,11,11,12,Tree
151.1854946,-33.8941152,Street Tree,Ficus macrophylla,Moreton Bay Fig,14,19,16,Tree
151.1851362,-33.89341522,Street Tree,Lophostemon confertus,Brush Box,12,9,10,Tree
151.1850532,-33.8931258,Street Tree,Lophostemon confertus,Brush Box,11,7,7,Tree
151.185179,-33.89333397,Street Tree,Ficus macrophylla,Moreton Bay Fig,12,15,11,Tree
151.1968444,-33.89772219,Street Tree,Callistemon viminalis,Weeping Bottlebrush,5,4,3,Tree
151.1968976,-33.89789773,Street Tree,Callistemon citrinus,Crimson Bottlebrush,2,2,3,Tree
151.1969487,-33.89804429,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,6,4,8,Tree
151.197013,-33.8986842,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,5,5,5,Tree
151.1967954,-33.89807559,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,10,9,8,Tree
151.19676,-33.89744899,Street Tree,Dypsis lutescens,Golden Cane Palm,4,2,2,Tree
151.1799116,-33.89964719,Street Tree,Lagerstroemia indica,Crepe Myrtle,10,8,8,Tree
151.1799604,-33.89960788,Street Tree,Auranticarpa rhombifolia,Diamond Pittosporum,10,7,8,Tree
151.1799854,-33.8994536,Street Tree,Jacaranda mimosifolia,Jacaranda,8,6,5,Tree
151.1792212,-33.89946782,Street Tree,Callistemon viminalis,Weeping Bottlebrush,8,7,6,Tree
151.1796996,-33.89951998,Street Tree,Callistemon viminalis,Weeping Bottlebrush,5,7,6,Tree
151.1799017,-33.89948338,Street Tree,Callistemon viminalis,Weeping Bottlebrush,7,5,6,Tree
151.1794222,-33.89963058,Street Tree,Jacaranda mimosifolia,Jacaranda,5,2,2,Tree
151.1800993,-33.89946583,Street Tree,Jacaranda mimosifolia,Jacaranda,9,6,5,Tree
151.1989731,-33.89350237,Street Tree,Platanus acerifolia,London Plane,9,7,8,Tree
151.1986167,-33.89390231,Street Tree,Corymbia maculata,Spotted Gum,17,8,8,Tree
151.1986501,-33.8938339,Street Tree,Corymbia maculata,Spotted Gum,13,7,7,Tree
151.1986488,-33.89420089,Street Tree,Platanus acerifolia,London Plane,6,5,5,Tree
151.1984556,-33.89459654,Street Tree,Platanus acerifolia,London Plane,13,7,8,Tree
151.1974786,-33.91949694,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,12,12,7,Tree
151.197575,-33.91938707,Street Tree,Eucalyptus scoparia,Willow Gum,10,7,8,Tree
151.1979641,-33.9196944,Street Tree,Corymbia eximia,Ironbark,5,1,1,Tree
151.1979641,-33.9196944,Street Tree,Corymbia eximia,Ironbark,5,1,1,Tree
151.1850169,-33.90413932,Street Tree,Fraxinus griffithii,Evergreen Ash,8,4,7,Tree
151.1890412,-33.89305673,Street Tree,Eucalyptus microcorys,Tallow Wood,12,9,9,Tree
151.1889097,-33.89269446,Street Tree,Fraxinus oxycarpa Raywoodii,Claret Ash,8,8,8,Tree
151.188824,-33.89249392,Street Tree,Lophostemon confertus,Brush Box,8,5,6,Tree
151.1885194,-33.89203911,Street Tree,Eucalyptus microcorys,Tallow Wood,17,13,19,Tree
151.1886839,-33.89253694,Street Tree,Eucalyptus microcorys,Tallow Wood,3,1,1,Tree
151.1814382,-33.89959337,Street Tree,Pistacia chinensis,Chinese Pistacia,6,3,5,Tree
151.1814146,-33.8996749,Street Tree,Fraxinus griffithii,Evergreen Ash,7,6,7,Tree
151.1813127,-33.89995185,Street Tree,Fraxinus griffithii,Evergreen Ash,5,3,4,Tree
151.1810568,-33.90072807,Street Tree,Fraxinus griffithii,Evergreen Ash,8,4,4,Tree
151.181603,-33.89942267,Street Tree,Pistacia chinensis,Chinese Pistacia,6,3,4,Tree
151.1812435,-33.90046941,Street Tree,Pistacia chinensis,Chinese Pistacia,5,5,5,Tree
151.181276,-33.90037593,Street Tree,Pistacia chinensis,Chinese Pistacia,6,5,5,Tree
151.180871,-33.90128404,Street Tree,Pistacia chinensis,Chinese Pistacia,7,6,6,Tree
151.1806439,-33.90197006,Street Tree,Fraxinus griffithii,Evergreen Ash,6,5,6,Tree
151.1803994,-33.90269387,Street Tree,Pistacia chinensis,Chinese Pistacia,4,1,2,Tree
151.18055,-33.90225001,Street Tree,Pistacia chinensis,Not Applicable,3,1,1,Tree
151.2067308,-33.89070394,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,10,9,11,Tree
151.2068935,-33.88998771,Street Tree,Lophostemon confertus,Brush Box,10,8,14,Tree
151.2066651,-33.89116341,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,10,7,6,Tree
151.2065399,-33.89192653,Street Tree,Callistemon salignus,Willow Bottlebrush,9,5,5,Tree
151.2063218,-33.89299128,Street Tree,Callistemon viminalis,Weeping Bottlebrush,6,9,9,Tree
151.2064595,-33.89290772,Street Tree,Jacaranda mimosifolia,Jacaranda,12,13,14,Tree
151.2066378,-33.89199892,Street Tree,Tristaniopsis laurina,Water Gum,10,8,10,Tree
151.2066582,-33.89171283,Street Tree,Melaleuca styphelioides,Prickly Paperbark,9,5,8,Tree
151.2067175,-33.89156644,Street Tree,Lophostemon confertus,Brush Box,11,6,7,Tree
151.206738,-33.89150659,Street Tree,Lophostemon confertus,Brush Box,10,4,4,Tree
151.2065892,-33.89144554,Street Tree,Melaleuca styphelioides,Prickly Paperbark,7,3,3,Tree
151.206777,-33.89056899,Street Tree,Dypsis lutescens,Golden Cane Palm,6,2,2,Tree
151.206783,-33.890545,Street Tree,Callistemon salignus,Willow Bottlebrush,6,3,3,Tree
151.2069665,-33.89045191,Street Tree,Archontophoenix cunninghamiana,Bangalow Palm,11,4,4,Tree
151.2070221,-33.89015198,Street Tree,Lophostemon confertus,Not Applicable,2,1,1,Tree
151.2043227,-33.90972618,Street Tree,Sapium sebiferum,Chinese Tallow Tree,8,6,8,Tree
151.2029503,-33.90953555,Street Tree,Sapium sebiferum,Chinese Tallow Tree,11,10,6,Tree
151.2044385,-33.90961182,Street Tree,Sapium sebiferum,Chinese Tallow Tree,7,6,5,Tree
151.2042126,-33.90957678,Street Tree,Sapium sebiferum,Chinese Tallow Tree,10,8,7,Tree
151.2039537,-33.90954271,Street Tree,Sapium sebiferum,Chinese Tallow Tree,7,2,3,Tree
151.2036044,-33.90947972,Street Tree,Sapium sebiferum,Chinese Tallow Tree,10,6,6,Tree
151.2035465,-33.90947608,Street Tree,Sapium sebiferum,Chinese Tallow Tree,9,4,5,Tree
151.2032843,-33.90944196,Street Tree,Sapium sebiferum,Chinese Tallow Tree,9,5,9,Tree
151.2036366,-33.90948632,Street Tree,Sapium sebiferum,Chinese Tallow Tree,7,5,6,Tree
151.2043503,-33.90971225,Street Tree,Callistemon viminalis,Weeping Bottlebrush,5,4,5,Tree
151.2034454,-33.90960653,Street Tree,Melia azedarach,White Cedar,8,8,6,Tree
151.2048968,-33.90968613,Street Tree,Sapium sebiferum,Chinese Tallow Tree,10,9,7,Tree
151.2054149,-33.90987737,Street Tree,Sapium sebiferum,Chinese Tallow Tree,7,7,8,Tree
151.2060543,-33.90996721,Street Tree,Sapium sebiferum,Chinese Tallow Tree,5,5,5,Tree
151.2056649,-33.9099151,Street Tree,Sapium sebiferum,Chinese Tallow Tree,6,6,6,Tree
151.1995405,-33.91967995,Street Tree,Lagerstroemia indica,Crepe Myrtle,6,4,3,Tree
151.1991428,-33.91959767,Street Tree,Lagerstroemia indica,Crepe Myrtle,6,8,5,Tree
151.2003355,-33.91986354,Street Tree,Lagerstroemia indica,Crepe Myrtle,4,2,2,Tree
151.2003802,-33.91972929,Street Tree,Lophostemon confertus,Brush Box,4,1,1,Tree
151.2003802,-33.91972929,Street Tree,Lophostemon confertus,Brush Box,4,1,1,Tree
151.2017103,-33.92019481,Street Tree,Lagerstroemia indica,Crepe Myrtle,4,2,1,Tree
151.2024446,-33.92023872,Street Tree,Eucalyptus botryoides,Swamp Mahogany,17,20,18,Tree
151.2036315,-33.92054766,Street Tree,Olea europaea subsp europaea,Olive,4,2,2,Tree
151.2033636,-33.92051643,Street Tree,Lagerstroemia indica,Crepe Myrtle,6,7,6,Tree
151.205149,-33.92075934,Street Tree,Lagerstroemia indica,Crepe Myrtle,4,2,2,Tree
151.2057484,-33.92069314,Street Tree,Eucalyptus microcorys,Tallow Wood,14,16,15,Tree
151.2058067,-33.92069886,Street Tree,Cupaniopsis anacardioides,Tuckeroo,6,5,5,Tree
151.2062049,-33.92089917,Street Tree,Callistemon viminalis,Weeping Bottlebrush,5,5,6,Tree
151.2066584,-33.92082796,Street Tree,Cupaniopsis anacardioides,Tuckeroo,6,4,4,Tree
151.2064844,-33.92081298,Street Tree,Lagerstroemia indica,Crepe Myrtle,3,1,1,Tree
151.2052919,-33.92077369,Street Tree,Melaleuca styphelioides,Prickly Paperbark,4,2,2,Tree
151.2078215,-33.92091451,Street Tree,Lagerstroemia indica,Crepe Myrtle,5,4,5,Tree
151.2092221,-33.92110685,Street Tree,Melaleuca armillaris,Bracelet Honey Myrtle,8,10,10,Tree
151.209578,-33.92115837,Street Tree,Melaleuca armillaris,Bracelet Honey Myrtle,8,6,9,Tree
151.207296,-33.92083309,Street Tree,Acacia binervia,Coast Myall,7,11,6,Tree
151.2082532,-33.9211217,Street Tree,Melaleuca armillaris,Bracelet Honey Myrtle,5,9,8,Tree
151.2084628,-33.9211454,Street Tree,Olea europaea subsp europaea,Olive,4,2,3,Tree
151.2095698,-33.9213019,Street Tree,Olea europaea subsp europaea,Olive,4,2,1,Tree
151.2101682,-33.92137868,Street Tree,Melaleuca armillaris,Bracelet Honey Myrtle,6,8,6,Tree
151.2104596,-33.92142602,Street Tree,Melaleuca styphelioides,Prickly Paperbark,5,3,3,Tree
151.2079462,-33.92095645,Street Tree,Lophostemon confertus,Brush Box,7,3,3,Tree
151.19151,-33.90311156,Street Tree,Robinia pseudoacacia 'Frisia',Golden Robinia,10,6,5,Tree
151.1925569,-33.90359863,Street Tree,Platanus acerifolia,London Plane,12,12,10,Tree
151.1924941,-33.90370817,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,12,13,10,Tree
151.1921703,-33.90352,Street Tree,Lophostemon confertus,Brush Box,5,2,2,Tree
151.193403,-33.90414451,Street Tree,Platanus acerifolia,London Plane,16,17,17,Tree
151.193045,-33.90408876,Street Tree,Robinia pseudoacacia 'Frisia',Golden Robinia,8,5,6,Tree
151.1813997,-33.900994,Street Tree,Pistacia chinensis,Chinese Pistacia,8,9,8,Tree
151.1815757,-33.90103303,Street Tree,Fraxinus griffithii,Evergreen Ash,6,4,3,Tree
151.1811172,-33.90099659,Street Tree,Pistacia chinensis,Chinese Pistacia,6,3,2,Tree
151.1805493,-33.90085691,Street Tree,Fraxinus griffithii,Evergreen Ash,5,5,4,Tree
151.2063185,-33.90328621,Street Tree,Citrus sp,No Common Name,5,5,5,Tree
151.2062412,-33.9031151,Street Tree,Fraxinus griffithii,Evergreen Ash,4,2,3,Tree
151.2006456,-33.91743591,Street Tree,Brachychiton acerifolius,Flame Tree,11,14,9,Tree
151.2020354,-33.91776515,Street Tree,Brachychiton discolor,Queensland Lacebark,10,14,12,Tree
151.2033674,-33.91794528,Street Tree,Magnolia grandiflora,Southern Magnolia,6,3,3,Tree
151.2033258,-33.91807407,Street Tree,Magnolia grandiflora,Southern Magnolia,6,3,3,Tree
151.204478,-33.91820847,Street Tree,Olea europaea subsp europaea,Olive,5,3,5,Tree
151.2043936,-33.91818785,Street Tree,Brachychiton acerifolius,Flame Tree,8,7,8,Tree
151.2041277,-33.91811625,Street Tree,Brachychiton acerifolius,Flame Tree,10,10,8,Tree
151.2047787,-33.91827516,Street Tree,Juniperus sp.,Juniper sp,2,1,1,Tree
151.2048693,-33.91830002,Street Tree,Magnolia grandiflora,Southern Magnolia,6,3,3,Tree
151.2055272,-33.91844884,Street Tree,Callistemon viminalis,Weeping Bottlebrush,6,4,3,Tree
151.2052652,-33.91838902,Street Tree,Magnolia grandiflora,Southern Magnolia,3,2,2,Tree
151.2051232,-33.91848677,Street Tree,Angophora costata,Sydney Red Gum,8,7,6,Tree
151.2051873,-33.91838013,Street Tree,Angophora costata,Sydney Red Gum,8,3,4,Tree
151.206829,-33.91876123,Street Tree,Brachychiton discolor,Queensland Lacebark,3,2,2,Tree
151.1977859,-33.89695191,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,9,6,5,Tree
151.1967143,-33.89722794,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,11,8,8,Tree
151.1969638,-33.89735937,Street Tree,Corymbia eximia,Yellow Bloodwood,6,3,4,Tree
151.196414,-33.89747702,Street Tree,Elaeocarpus reticulatus,Blueberry Ash,4,2,2,Tree
151.19644,-33.89747001,Street Tree,Elaeocarpus reticulatus,Blueberry Ash,4,2,2,Tree
151.194615,-33.89754922,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,13,8,6,Tree
151.1940498,-33.89756609,Street Tree,Lophostemon confertus,Brush Box,8,5,4,Tree
151.1939157,-33.89756899,Street Tree,Lophostemon confertus,Brush Box,8,4,5,Tree
151.1939832,-33.89756484,Street Tree,Lophostemon confertus,Brush Box,7,4,4,Tree
151.1932728,-33.89771502,Street Tree,Lophostemon confertus,Brush Box,8,3,3,Tree
151.1897014,-33.89815917,Street Tree,Nerium oleander,Oleander,5,4,4,Tree
151.1895969,-33.89817648,Street Tree,Prunus sp.,Plum,4,4,3,Tree
151.1900358,-33.89797399,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,12,6,6,Tree
151.1898283,-33.89801594,Street Tree,Lophostemon confertus,Brush Box,8,3,4,Tree
151.1898416,-33.89814346,Street Tree,Corymbia eximia,Yellow Bloodwood,10,4,5,Tree
151.1823289,-33.89708022,Street Tree,Magnolia grandiflora,Southern Magnolia,7,4,5,Tree
151.1824424,-33.8973296,Street Tree,Cinnamomum camphora,Camphor Laurel,15,14,14,Tree
151.1821681,-33.89711788,Street Tree,Magnolia grandiflora,Southern Magnolia,7,4,4,Tree
151.1994334,-33.90220509,Street Tree,Ficus microcarpa var hillii,Hills Fig,22,24,20,Tree
151.1994595,-33.9022842,Street Tree,Ficus microcarpa var hillii,Hills Fig,22,24,15,Tree
151.199643,-33.90279591,Street Tree,Ficus microcarpa var hillii,Hills Fig,22,22,32,Tree
151.1995506,-33.90303153,Street Tree,Backhousia citriodora,Lemon Scented Myrtle,6,3,3,Tree
151.1995229,-33.90257467,Street Tree,Backhousia citriodora,Lemon Scented Myrtle,6,4,4,Tree
151.1993644,-33.90249192,Street Tree,Backhousia citriodora,Lemon Scented Myrtle,3,1,1,Tree
151.199776,-33.90317496,Street Tree,Backhousia citriodora,Lemon Scented Myrtle,2,1,1,Tree
151.1872731,-33.89483464,Street Tree,Jacaranda mimosifolia,Jacaranda,9,5,7,Tree
151.1874674,-33.89490612,Street Tree,Eucalyptus botryoides,Swamp Mahogany,20,12,11,Tree
151.1876231,-33.89519462,Street Tree,Platanus acerifolia,London Plane,18,16,14,Tree
151.1987605,-33.88896352,Street Tree,Tristaniopsis laurina,Water Gum,8,10,5,Tree
151.1996015,-33.88958412,Street Tree,Tristaniopsis laurina,Water Gum,4,3,2,Tree
151.1995369,-33.88954224,Street Tree,Tristaniopsis laurina,Water Gum,4,3,2,Tree
151.1994028,-33.88946526,Street Tree,Tristaniopsis laurina,Water Gum,5,4,3,Tree
151.1987937,-33.88910206,Street Tree,Tristaniopsis laurina,Water Gum,4,2,2,Tree
151.199108,-33.88928502,Street Tree,Tristaniopsis laurina,Water Gum,4,2,2,Tree
151.198894,-33.88903102,Street Tree,Tristaniopsis laurina,Water Gum,3,2,2,Tree
151.1978801,-33.89070046,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,13,9,10,Tree
151.1979433,-33.89061879,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,8,5,6,Tree
151.1985812,-33.88979166,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,8,5,6,Tree
151.1987079,-33.8896102,Street Tree,Elaeocarpus reticulatus,Blueberry Ash,6,4,5,Tree
151.1982354,-33.89011015,Street Tree,Eucalyptus grandis,Rose Gum,22,18,18,Tree
151.197769,-33.89068071,Street Tree,Elaeocarpus reticulatus,Blueberry Ash,7,4,6,Tree
151.198077,-33.89037078,Street Tree,Eucalyptus botryoides,Swamp Mahogany,8,9,15,Tree
151.2073473,-33.90114234,Street Tree,Eucalyptus botryoides,Swamp Mahogany,14,10,6,Tree
151.2071979,-33.90163134,Street Tree,Eucalyptus botryoides,Swamp Mahogany,14,11,11,Tree
151.207345,-33.90062957,Street Tree,Eucalyptus saligna,Sydney Blue Gum,21,10,18,Tree
151.2071452,-33.9013981,Street Tree,Eucalyptus microcorys,Tallow Wood,17,15,18,Tree
151.2070829,-33.90155825,Street Tree,Eucalyptus microcorys,Tallow Wood,18,10,12,Tree
151.207142,-33.90186561,Street Tree,Eucalyptus microcorys,Tallow Wood,6,3,2,Tree
151.1890555,-33.90718415,Street Tree,Melaleuca quinquenervia,Broad Leaf Paperbark,11,4,3,Tree
151.1893494,-33.90719253,Street Tree,Butia capitata,Jelly Palm,1,2,2,Tree
